Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512578863282	22.29	8186.44	1.424	8185.68	1.81934	8185.77	2.0064	8185.84	1.88591	8185.75	1.90197	30.6507
1512578864291	22.31	8188.67	1.32288	8188.12	1.56312	8188.15	1.62512	8188	1.47196	8187.53	1.95527	30.7344
1512578865345	22.32	8188.33	2.06155	8187.48	2.0232	8187.77	2.38586	8187.48	2.0025	8187.02	1.79547	30.7348
1512578866359	22.32	8186.89	1.2693	8186.6	1.58114	8186.69	1.79743	8186.48	1.50333	8186.09	1.7144	30.6845
1512578867411	22.34	8186.44	1.5899	8187.48	2.36502	8186.46	1.98391	8186.76	1.96384	8186.88	2.04254	30.6868
1512578868422	22.34	8186.11	1.36423	8186.72	1.96893	8186.15	1.46322	8186.24	1.71464	8186.21	1.85364	30.664
1512578869448	22.34	8186.67	1.93649	8186.48	1.89561	8186.46	1.94145	8186.48	1.93907	8185.36	1.95338	30.6891
1512578870474	22.35	8185.67	1.11803	8185.52	1.78232	8185.46	1.33012	8185.24	1.98494	8184.06	1.92079	30.6663
1512578871518	22.36	8183.33	1.41421	8183.64	1.75309	8183.15	1.3445	8183.32	1.67631	8183.08	1.87455	30.5598
1512578872539	22.36	8182.78	1.39443	8183.48	1.93907	8182.85	1.40512	8183.04	1.7673	8183.07	2.13859	30.5454
1512578873576	22.36	8182.11	1.45297	8182.64	1.86815	8182	1.22474	8182.08	1.6052	8181.56	2.1837	30.5333
1512578874692	22.35	8181.89	1.76383	8182.28	1.67133	8181.85	1.67562	8182.44	2.00167	8181.53	2.13848	30.5186
1512578875703	22.36	8180.11	1.69148	8180.92	1.68127	8180.38	1.60927	8181	1.60728	8180.56	2.12814	30.4522
1512578876941	22.37	8179.33	2.39792	8180	2.04124	8179.38	2.06311	8179.84	2.0347	8179.53	2.55369	30.4232
1512578878010	22.36	8177.11	1.53659	8177.76	1.83212	8177.15	1.46322	8177.64	1.75309	8177.71	2.29101	30.3487
1512578879063	22.37	8177.89	1.36423	8178.2	2	8177.54	1.26592	8177.88	1.85562	8177.62	2.27462	30.3694
1512578880182	22.36	8176.22	1.7873	8176.52	2.2383	8175.69	1.75046	8176.12	2.02731	8176.12	2.33075	30.3139
1512578881185	22.37	8175.67	1.65831	8175.2	1.68325	8175.31	1.54837	8175.08	1.46969	8174.66	2.1712	30.2809
1512578882211	22.36	8174.56	1.87824	8174.44	1.58325	8174.46	1.61325	8174.2	1.60728	8173.98	2.1925	30.2415
1512578883225	22.36	8174	1.73205	8174.12	2.10792	8173.77	1.5359	8174.04	2.18861	8173.68	2.24082	30.2251
1512578884250	22.37	8173.78	1.09291	8173.68	1.51987	8173.54	1.33012	8173.56	1.47422	8173.37	1.96206	30.2233
1512578885522	22.37	8172	1.41421	8171.8	1.73205	8171.69	1.6525	8171.64	1.68028	8171.72	1.94841	30.1511
1512578886555	22.36	8171.67	1.87083	8171.4	1.70783	8171.54	1.56074	8171.32	1.81934	8170.55	1.98389	30.1388
1512578887619	22.37	8168.78	1.56347	8169.12	1.83303	8168.62	1.50214	8168.88	1.83303	8168.78	1.94033	30.1084
1512578888708	22.37	8168	1.80278	8168.48	2.06398	8167.85	1.62512	8168.36	1.95533	8167.93	2.06027	30.0079
1512578889733	22.36	8167.56	1.66667	8167.92	1.84662	8167.46	1.61325	8168	1.77951	8167.19	2.05384	29.9957
1512578890759	22.36	8167.11	1.69148	8167.32	2.15484	8166.85	1.46322	8167.28	2.11187	8166.67	2.04478	29.9712
1512578891772	22.36	8166.56	1.94365	8166.52	2.25684	8166.15	1.81871	8166.44	2.16179	8165.88	2.24654	29.9549
1512578892803	22.36	8166.33	1.80278	8166.08	1.75404	8166.08	1.65638	8166.32	1.86458	8165.53	2.25473	29.9427
1512578893866	22.36	8166.22	1.92209	8165.56	2.08327	8165.85	1.81871	8165.88	1.96469	8164.83	2.38196	29.9386
1512578894893	22.36	8164.67	1.73205	8164.36	2.19621	8164.38	1.50214	8164.32	2.01494	8163.81	2.26302	29.8816
